spot_name,index spot,weather,temperature,traffic_time,satisfaction
Spin,7,1,25.5199138336888,11.815981547230441,1
Spin,7,1,28.645018241517015,24.046716184314246,1
Saint Jérome,8,1,21.574938744301264,10.975813945307845,0
Saint Jérome,8,1,28.75433055083777,22.944106819015783,0
Saint Jérome,8,1,27.570788728803183,25.560942130721592,0
Saint Jérome,8,1,22.827530525971557,25.50560988993393,0
Saint Jérome,8,1,24.053785048435255,25.577204601880364,0
Saint Jérome,8,1,24.66184907713876,18.310003799285482,0
Saint Jérome,8,1,24.17958475834256,15.775196375845562,0
Saint Jérome,8,1,21.57121761819503,16.366341499051302,0
Saint Jérome,8,1,25.79381299419242,29.249689782415814,0
Saint Jérome,8,1,29.059545770449866,24.13057563040162,0
Saint Jérome,8,1,29.71659565425079,10.478071554949231,0
Saint Jérome,8,1,26.500425765835985,19.196660603227166,0
Saint Jérome,8,1,22.745425906281717,28.172427679112353,0
Saint Jérome,8,1,28.254273009698235,28.812544591261197,0
Saint Jérome,8,1,24.524845067395706,13.096895343360142,0
Saint Jérome,8,1,27.34079606180257,19.289447282751574,0
Saint Jérome,8,1,25.523040847825108,29.620594747122595,0
Saint Jérome,8,1,28.584279250363355,17.292394224093652,0
Saint Jérome,8,1,22.9224401931187,21.818016307889906,0
Saint Jérome,8,1,28.097682518016384,21.306210417529265,0
Saint Jérome,8,1,21.48748627219587,27.694141492787946,0
Saint Jérome,8,1,24.320187158997307,18.771844804330122,0
Saint Jérome,8,1,25.38797274407331,25.791894977824157,0
Saint Sauveur,9,1,26.42884985818504,26.639756389032264,0
Saint Sauveur,9,1,28.905192009958498,20.20083922987534,0
Saint Sauveur,9,1,22.963771161227967,17.575471791712587,0
Saint Sauveur,9,1,24.807409816436234,11.297517098693515,0
Saint Sauveur,9,1,24.35219963458197,22.434765388330568,0
Saint Sauveur,9,1,27.17476649988908,25.853238850373927,0
Saint Sauveur,9,1,30.428650855411263,26.272451403360083,0
Saint Sauveur,9,1,26.77344102440926,18.61804546716873,0
Saint Sauveur,9,1,24.8998545406156,17.425340487654992,0
Saint Sauveur,9,1,23.706996306535125,24.411362781877028,0
Saint Sauveur,9,1,27.751191964336407,16.240922289276362,0
Saint Sauveur,9,1,25.559189423165307,11.929188112184335,0
Saint Sauveur,9,1,23.04298351508871,24.18321469297677,0
Saint Sauveur,9,1,29.9707802775875,23.48726791990478,0
Saint Sauveur,9,1,25.640428136031836,18.32979596285893,0
Saint Sauveur,9,1,22.890307812782552,22.524386960347776,0
Saint Sauveur,9,1,27.12411205894321,17.251358493425144,0
Saint Sauveur,9,1,29.398261330323603,17.238844668037114,0
Saint Sauveur,9,1,20.94532255753547,21.78871353283202,0
Assomption,10,1,20.760983454492834,29.700391738618418,0
Assomption,10,1,23.99109101771979,25.015707838235407,0
Assomption,10,1,30.475905572159576,23.488881855803402,0
Assomption,10,1,27.730479063660717,10.902316229819666,0
Assomption,10,1,28.174853772275632,10.183100240614365,0
Assomption,10,1,21.01081908245815,19.934136162261304,0
Assomption,10,1,29.05438742368508,29.258912713147314,0
Assomption,10,1,28.127839138258167,19.484475980856253,0
Assomption,10,1,21.836559302753535,19.91783222152608,0
Assomption,10,1,28.136326308467595,26.057044838902222,0
Assomption,10,1,26.832944785983706,18.042058147828353,0
Assomption,10,1,29.28461647261993,17.325950338689182,0
Assomption,10,1,30.527219032671503,14.64687874941416,0
Assomption,10,1,23.23179200554395,27.67659351430302,0
Assomption,10,1,29.558573271661242,14.471709414214619,0
Assomption,10,1,30.425751923094367,25.1251509806616,0
Assomption,10,1,25.501348942905288,10.965497281496738,0
Assomption,10,1,27.017921657918077,21.900497408688707,0
Assomption,10,1,22.03217717310057,17.025592262454083,0
Assomption,10,1,26.6963306859842,27.378810531531336,0
Assomption,10,1,23.710136300726866,13.49532748277148,0
Assomption,10,1,24.33156164873761,10.673230008595722,0
Assomption,10,1,23.700324116785005,26.302576892370183,0
Assomption,10,1,24.44941884308597,13.790331631064925,0
Assomption,10,1,27.373379367935016,18.81229839977003,0
Assomption,10,1,24.74739576081214,27.583163469439157,0
Assomption,10,1,28.494156244529066,14.299769699999906,0
Assomption,10,1,28.47455538333672,11.55021018129974,0
Assomption,10,1,20.845794659149988,20.49377582235405,0
Assomption,10,1,21.13830574936503,29.66046833107801,0
Assomption,10,1,25.611658242115546,25.52898990636978,0
Assomption,10,1,29.64197298644829,17.691601155506536,0
Benny,11,1,23.273248922247053,29.111826466440487,0
Benny,11,1,25.36837361709418,23.348392194206575,0
Benny,11,1,23.6670141787437,25.726658559850268,0
Dorval,12,1,23.975946397230373,10.03984974143833,0
Dorval,12,1,30.539864095847364,13.198746942976854,0
Dorval,12,1,22.414965304132952,12.703316750063722,0
Dorval,12,1,20.876229144936282,14.09322271757728,0
Dorval,12,1,27.759791030401793,18.14000597629366,0
Dorval,12,1,24.40076813986243,13.766006607545274,0
Dorval,12,1,28.60005872458436,13.225905815775697,0
Dorval,12,1,23.045024632596352,14.56013015848409,0
Dorval,12,1,29.668984494657153,14.447949460939578,0
Dorval,12,1,27.138145471388732,25.423390600616795,0
Dorval,12,1,20.860597521723648,10.075243578448674,0
Dorval,12,1,24.432113921263635,13.185402494736113,0
Dorval,12,1,24.036570292044274,17.378146054836648,0
Dorval,12,1,26.82268715769019,28.056295538517567,0
Dorval,12,1,27.982949081863037,28.557573388860447,0
Dorval,12,1,23.789857864751806,21.911696876197567,0
Dorval,12,1,29.869640598075335,25.34325244378003,0
Dorval,12,1,28.792956147280755,16.479860528437857,0
Dorval,12,1,22.83315558049653,13.76320923771418,0
Dorval,12,1,30.110708455053395,28.436852405931102,0
Dorval,12,1,22.827905562225872,26.675670454160237,0
Dorval,12,1,29.459325935003292,10.541374042901898,0
Dorval,12,1,29.040712957799855,20.46541067744299,0
Dorval,12,1,30.357631263059925,20.931545595851933,0
Dorval,12,1,28.304769431218276,26.885676393166175,0
Dorval,12,1,28.84363172081158,21.990518608125953,0
Dorval,12,1,28.103218736222836,28.937048295789165,0
Dorval,12,1,26.83366063713623,28.68267524017729,0
Dorval,12,1,21.69916121248057,10.16863171400213,0
Dorval,12,1,24.449979607235218,13.859732823426649,0
Dorval,12,1,26.902731641947042,17.419140988647502,0
Dorval,12,1,29.05767190500836,16.161817133172715,0
Dorval,12,1,25.432747615751964,23.442296276639862,0
Dorval,12,1,28.007480436595266,26.911718891683915,0
Dorval,12,1,25.47509250077567,18.598122771873474,0
Dorval,12,1,30.265290028898402,28.180695678468094,0
Magog,13,1,28.747282732049335,25.781415055285457,0
Magog,13,1,20.885925701403437,13.931746872721556,0
Magog,13,1,23.103737788500496,20.766627327720762,0
Magog,13,1,26.036535111887574,13.914394872682731,0
Magog,13,1,27.206712521018236,18.227820257873276,0
Magog,13,1,26.172985244197058,15.952155224473454,0
Magog,13,1,22.309031435674594,19.285346330854388,0
Magog,13,1,26.517071127639078,18.523021101601245,0
Magog,13,1,20.998695782597355,15.457443976029044,0
Magog,13,1,26.87568645750499,20.67701818144579,0
Berthierville,14,1,30.26260131055139,17.9665685856168,0
Berthierville,14,1,26.81033341306036,21.64007683072974,0
Berthierville,14,1,25.950412206186556,19.771028950240126,0
Berthierville,14,1,22.284858996703843,11.861833721203187,0
Ahuntsic,0,1,30.960999767731348,12.30222589679618,0
Ahuntsic,0,1,31.171878000656854,30.865526979299446,0
Ahuntsic,0,1,23.82080600514992,23.059556451214966,0
Ahuntsic,0,1,26.505282328527795,31.560174043844068,0
Ahuntsic,0,1,27.928199574432192,13.18254782064235,0
Ahuntsic,0,1,23.728851303905113,12.621487126467706,0
Ahuntsic,0,1,24.692659474332956,22.3910907111454,0
Ahuntsic,0,1,27.622929377809356,25.278486165328015,0
Ahuntsic,0,1,29.999001835072796,23.324511713458804,0
Ahuntsic,0,1,27.40667777724986,16.229600398958915,0
Ahuntsic,0,1,22.380057561582035,19.11969900509621,0
Ahuntsic,0,1,26.216811660516065,22.66925071521795,0
Ahuntsic,0,1,30.30086608052141,25.074200251446747,0
VanHorne,1,1,23.338411643435194,26.055778709566106,1
VanHorne,1,1,23.654049593924192,15.847735905736052,1
VanHorne,1,1,25.715082240393652,24.76765398511218,1
VanHorne,1,1,30.445197952232675,16.873660958741745,1
VanHorne,1,1,22.742603972527494,29.872259301986496,1
VanHorne,1,1,30.740549634384045,31.639929005531734,1
VanHorne,1,1,30.803320080490373,16.130993963068793,1
VanHorne,1,1,27.850074569947473,25.122660404209718,1
VanHorne,1,1,25.555523459408633,30.661471573490452,1
VanHorne,1,1,28.373157029286332,13.103124452807362,1
VanHorne,1,1,23.244238205319245,16.939865100435046,1
Verdun,2,1,30.572199839780282,21.13094018984685,0
Verdun,2,1,24.174972164628972,22.268905041235172,0
Verdun,2,1,23.3762281160065,30.91293712626809,0
Verdun,2,1,25.0067843422666,14.266083895377538,0
Verdun,2,1,29.877848781988796,20.458319604839676,0
Verdun,2,1,29.640591399040005,18.524064322168037,0
Verdun,2,1,30.97520490818747,16.120334589764145,0
Verdun,2,1,30.45173151149926,20.751279125536005,0
Verdun,2,1,27.661165879383056,22.137133438094388,0
Verdun,2,1,31.33207721279299,15.420022407557688,0
Verdun,2,1,22.129981168753677,29.28705690336288,0
Verdun,2,1,24.89195646310538,15.63756475385916,0
Verdun,2,1,27.654435962783918,27.051873572379353,0
Verdun,2,1,27.02961803464644,18.52629399449938,0
Verdun,2,1,25.624707911185276,23.915718793962778,0
Verdun,2,1,28.932291952821522,29.877553253837913,0
Verdun,2,1,27.68914687212859,30.03848522960139,0
Verdun,2,1,30.71062229873406,24.336702106123276,0
Verdun,2,1,30.097832241916933,17.742559180595222,0
Verdun,2,1,24.213620914536556,15.7040557671015,0
Verdun,2,1,25.296306262363697,15.246137794737553,0
Verdun,2,1,26.433925700508176,20.455759481539904,0
Verdun,2,1,21.972819720856084,24.42846933608057,0
Verdun,2,1,30.086105215759936,21.228134790147713,0
Verdun,2,1,23.40351006951797,19.181072344511705,0
Verdun,2,1,25.16156297422523,25.898524736296793,0
Verdun,2,1,24.964377815999065,15.18985285729115,0
Verdun,2,1,22.60700434405966,26.26373795915908,0
Verdun,2,1,27.53406575808163,14.901105905338346,0
Verdun,2,1,27.24343629301752,14.07476023627372,0
Verdun,2,1,23.538375963723745,28.8348019435963,0
Verdun,2,1,29.365969119151153,18.849955107824044,0
Verdun,2,1,25.787746501983253,17.58215458622714,0
Verdun,2,1,22.525191872738997,21.179149470680148,0
Verdun,2,1,26.101090606670034,29.026607586253917,0
Verdun,2,1,27.72347972901314,13.90870816076524,0
Lasalle,3,1,24.87709353000927,14.932122947614294,0
Lasalle,3,1,29.49498240257157,28.80417906140798,0
Lasalle,3,1,27.529164416854478,23.541572059234312,0
Lasalle,3,1,26.396729702981766,31.148017221823768,0
Lasalle,3,1,22.575179044460302,29.325020957319136,0
Lasalle,3,1,22.171621506818948,20.199557519026122,0
Lasalle,3,1,21.976353796109485,30.53599898839381,0
Lasalle,3,1,23.146370749544634,18.634500236648883,0
Lasalle,3,1,29.252860262572742,26.659900969813474,0
Lasalle,3,1,27.42815213481705,16.385759104575023,0
Lasalle,3,1,29.082319457092186,23.297089924110303,0
Lasalle,3,1,26.36854266017312,30.63018872002492,0
Lasalle,3,1,27.16933852388576,26.68667313537956,0
Lasalle,3,1,29.429971413321084,18.953565767532744,0
Lasalle,3,1,24.1716871377021,15.632447963052831,0
Lasalle,3,1,29.61586853472464,14.578566356075807,0
Lasalle,3,1,26.07457816467646,30.739170487884238,0
Lasalle,3,1,24.393908785118803,29.382398181620303,0
Lasalle,3,1,24.57755675557377,17.968162309723514,0
Lasalle,3,1,30.159684765247846,13.362655621993012,0
Lasalle,3,1,30.406277410544632,20.991197613940283,0
Lasalle,3,1,31.619401962879046,24.80690224288451,0
Lasalle,3,1,23.207199191572013,14.833894672421287,0
Lasalle,3,1,27.3084621606217,28.716602309196208,0
Lasalle,3,1,30.007228714770267,13.521702123402473,0
Préfontaine,4,1,29.531590073078256,16.51179548497497,1
Préfontaine,4,1,27.82837030827553,29.695411019384505,1
Préfontaine,4,1,27.319723696829573,22.46104953071547,1
Préfontaine,4,1,22.890085357491884,12.26682787259903,1
Préfontaine,4,1,24.05161070714179,14.483673978715784,1
Préfontaine,4,1,27.95704265474067,17.946043255047705,1
Préfontaine,4,1,30.055152600514162,16.363387020442186,1
Préfontaine,4,1,31.20956513884325,17.515330421774784,1
Préfontaine,4,1,23.170306546773784,21.452850934153687,1
Préfontaine,4,1,26.144575699154192,13.409331916732214,1
Préfontaine,4,1,25.018132267979336,31.23451863527751,1
Préfontaine,4,1,27.043778952965017,13.309955854901949,1
Préfontaine,4,1,29.061959914735738,22.349451552081412,1
Préfontaine,4,1,24.291591098509112,28.903183509524496,1
Préfontaine,4,1,27.105649199149898,27.032404304971834,1
Préfontaine,4,1,23.531163383316084,23.24502531558042,1
Préfontaine,4,1,24.627591510509017,17.316072277878497,1
Préfontaine,4,1,31.765883155273027,18.47669911422949,1
Préfontaine,4,1,25.53352486072418,19.201472320576514,1
Préfontaine,4,1,24.854525934865087,28.93011382638185,1
Préfontaine,4,1,31.284111888689704,24.859089935289063,1
Préfontaine,4,1,26.82419420155626,30.509030127178782,1
Préfontaine,4,1,23.67458068038783,23.414965210894522,1
Préfontaine,4,1,25.871684953724586,17.675868968031203,1
Préfontaine,4,1,30.237398103999624,12.74029173885004,1
Préfontaine,4,1,25.71273268964561,23.68160416912983,1
Préfontaine,4,1,24.15476768959277,19.73964415657779,1
Préfontaine,4,1,25.234815082175672,31.08294747335931,1
Préfontaine,4,1,25.757482776601172,15.827731096514867,1
Préfontaine,4,1,31.82188970521048,28.909914936986418,1
Préfontaine,4,1,23.31870899964678,15.854598907378987,1
Préfontaine,4,1,28.19241521864714,16.069163749295363,1
Préfontaine,4,1,23.211022055695608,14.617711316517472,1
Préfontaine,4,1,26.520555802779008,12.376316788065855,1
Boucherville,5,1,27.130071007719607,21.337226825402798,1
Boucherville,5,1,28.000279252769673,16.50273541605972,1
Boucherville,5,1,31.72291841804653,26.3640534204237,1
Boucherville,5,1,28.866258774791657,25.3513569216339,1
Boucherville,5,1,30.48119891742617,13.380299764933367,1
Boucherville,5,1,30.160838680879664,16.242811384203968,1
Boucherville,5,1,24.176150323884553,31.5598077363341,1
Boucherville,5,1,25.528163683028897,12.827393275194742,1
Boucherville,5,1,31.030641954861608,25.587526317491392,1
Boucherville,5,1,24.29548993538003,28.468197795287534,1
Boucherville,5,1,27.92514285879596,19.836298522638753,1
Boucherville,5,1,25.624153202744516,23.62116795837103,1
Boucherville,5,1,30.924785673337396,20.52480892515226,1
Boucherville,5,1,28.962380706927238,13.674073819538787,1
Boucherville,5,1,25.827057957234683,13.503217992129715,1
Boucherville,5,1,26.56687721696176,18.096399597216266,1
Boucherville,5,1,30.590711445895153,13.255748526655646,1
Boucherville,5,1,24.296798457683764,23.220991299907507,1
Boucherville,5,1,30.950488393211096,15.759977021326218,1
Boucherville,5,1,26.192976426804638,29.888927587529345,1
Boucherville,5,1,27.319806146753304,30.5674413483084,1
Boucherville,5,1,26.61157377268231,22.54420737297167,1
Boucherville,5,1,25.77900944469647,30.585898252084277,1
Boucherville,5,1,29.2210932734715,13.51488721370931,1
Boucherville,5,1,30.50839122615798,20.066574569510536,1
Boucherville,5,1,27.100340823868976,12.761205454244333,1
Boucherville,5,1,29.12271995126561,22.647480936591357,1
Boucherville,5,1,27.714960958828435,21.92900278122831,1
Taz,6,1,26.18707343861838,30.52022177301981,1
Taz,6,1,30.0811201773503,11.798969347758364,1
Taz,6,1,23.637152933437736,28.557469335201212,1
Taz,6,1,24.584539769028268,12.90759609474712,1
Taz,6,1,25.30952508637542,22.789989132209495,1
Taz,6,1,22.03006506610845,22.098443650590582,1
Taz,6,1,30.841552833503187,15.283479942217165,1
Taz,6,1,26.99105479027718,27.491757659068323,1
Taz,6,1,23.982258053380022,13.099240667839391,1
Taz,6,1,31.596258212604813,29.79048885677224,1
Taz,6,1,31.540945851361947,14.597939251871088,1
Taz,6,1,22.40564871822028,20.478085672138,1
Taz,6,1,24.144543562351124,28.65998538875685,1
Taz,6,1,31.15314405672099,15.822717064076787,1
Taz,6,1,27.41826464587236,19.104614201666756,1
Taz,6,1,25.11015669015675,12.637774648729376,1
Taz,6,1,31.327355571426974,13.583716437268812,1
Taz,6,1,23.072129445438712,16.750763494463254,1
Spin,7,1,23.118053611765276,18.658077902839626,1
Spin,7,1,23.722544543291388,30.998641735475797,1
Spin,7,1,23.86885015904764,17.87887951042034,1
Spin,7,1,31.773972433200026,19.294984458378863,1
Spin,7,1,28.340643123196088,21.7085022704469,1
Spin,7,1,31.740333153912108,20.635933686566716,1
Spin,7,1,25.588633766017768,14.621179434176279,1
Spin,7,1,29.5633170762152,23.98853549582006,1
Spin,7,1,25.75574664246909,18.552650600957882,1
Spin,7,1,28.076655541898546,12.66971580758647,1
Spin,7,1,22.254701301511787,27.131896800137444,1
Spin,7,1,22.26338800414211,19.678531858966334,1
Spin,7,1,30.06777653976225,21.773955886229544,1
Spin,7,1,31.07316256156311,12.549307219884165,1
Spin,7,1,22.132127809529575,30.218411482969785,1
Spin,7,1,30.50749902750805,29.317111396727014,1
Spin,7,1,22.827323875709553,16.15143255991146,1
Spin,7,1,31.18767189201674,19.296606215078686,1
Spin,7,1,31.6541440622459,22.97619331201247,1
Spin,7,1,26.73803036515355,21.055032162838764,1
Spin,7,1,30.56759307397928,29.59506021933581,1
Spin,7,1,23.80171935501655,26.366246884599516,1
Spin,7,1,25.62145493794322,13.080436860161102,1
Spin,7,1,27.9998660378935,24.751974682693405,1
Spin,7,1,29.515335499895507,16.457226311816278,1
Spin,7,1,30.80879193428469,15.611051432150902,1
Spin,7,1,25.926810154245473,25.778564320078026,1
Spin,7,1,31.28619057136839,24.857453723148627,1
Spin,7,1,29.64068980444525,17.404078637888865,1
Spin,7,1,28.484122370415655,15.929969683885695,1
Spin,7,1,26.736507700523394,17.074332579632888,1
Spin,7,1,28.051751485997496,16.600725950691604,1
Spin,7,1,27.636333218146508,13.992232958565829,1
Spin,7,1,22.810779806363318,26.76541719920072,1
Spin,7,1,25.470306568113187,12.429673960040446,1
Spin,7,1,27.590312599556967,21.370705126837535,1
Spin,7,1,29.229775646756252,15.373299300611414,1
Spin,7,1,29.858787803320485,18.92576517141611,1
Spin,7,1,26.910833582897645,17.215770963761273,1
Spin,7,1,25.894372059370923,30.312093174988405,1
Spin,7,1,26.655040572658436,15.278469907503442,1
Spin,7,1,23.901175029616887,16.3354583163081,1
Spin,7,1,22.397454008649042,13.874499293305131,1
Spin,7,1,29.33840265784715,30.53191612009338,1
Spin,7,1,27.819185807479844,11.959139875170363,1
Saint Jérome,8,1,24.332539932252537,14.930796589006821,0
Saint Jérome,8,1,22.861746370929556,24.45396151491478,0
Saint Jérome,8,1,31.464857895683014,27.995007509224838,0
Saint Jérome,8,1,22.156830455369402,22.54831317125781,0
Saint Jérome,8,1,29.67599646907738,18.163018572294085,0
Saint Jérome,8,1,22.428360991273504,16.87880120055706,0
Saint Jérome,8,1,25.491570352757044,26.443668775185714,0
Saint Jérome,8,1,26.614317914225907,24.10757034048235,0
Saint Jérome,8,1,31.095647118842333,13.81828735904024,0
Saint Jérome,8,1,31.683886722628685,18.44387126347757,0
Saint Jérome,8,1,25.134585640351848,27.534426877048446,0
Saint Jérome,8,1,26.49545898374665,18.571756337468294,0
Saint Jérome,8,1,29.3252301693714,14.645731212616855,0
Saint Jérome,8,1,26.4208529892567,24.263259496558938,0
Saint Jérome,8,1,23.81720654232008,23.03910846526483,0
Saint Jérome,8,1,25.357404400584862,28.20064484621853,0
Saint Jérome,8,1,31.58983387395719,18.474148575133633,0
Saint Jérome,8,1,30.56323280275557,14.722236779170068,0
Saint Jérome,8,1,24.166031869389514,31.543945365037175,0
Saint Jérome,8,1,27.061059931048987,27.388053204845146,0
Saint Jérome,8,1,29.47091571327769,24.68916671819418,0
Saint Jérome,8,1,30.262485354773602,26.026476742182375,0
Saint Jérome,8,1,26.059585160940056,27.284497810661595,0
Saint Jérome,8,1,29.802781937716997,24.046951007464962,0
Saint Jérome,8,1,25.42368856775097,20.844122259717665,0
Saint Jérome,8,1,23.9205454579187,25.05444754457087,0
Saint Jérome,8,1,31.456233419749875,16.72606365589283,0
Saint Jérome,8,1,30.408588864279416,18.438277017764314,0
Saint Jérome,8,1,23.221943264171465,14.933068584461788,0
Saint Jérome,8,1,28.504446066119762,27.54325827923146,0
Saint Jérome,8,1,28.695898056650854,18.570943292117974,0
Saint Jérome,8,1,25.23032249319113,24.410214511533926,0
Saint Jérome,8,1,29.337509554477815,25.6879502735658,0
Saint Jérome,8,1,26.40272513402917,30.623024054237973,0
Saint Jérome,8,1,22.144805808772425,17.587113051723613,0
Saint Sauveur,9,1,30.506143107119094,26.512135542808018,0
Saint Sauveur,9,1,26.52625653352603,20.92330084501956,0
Saint Sauveur,9,1,27.186587576620887,22.630400598541517,0
Saint Sauveur,9,1,25.00959212293823,19.78891449326688,0
Saint Sauveur,9,1,26.824159751714706,18.723333970677167,0
Saint Sauveur,9,1,30.652670913690855,27.960819200240604,0
Saint Sauveur,9,1,31.549199734475323,29.907266412047786,0
Saint Sauveur,9,1,27.32575063444681,14.93483184270379,0
Saint Sauveur,9,1,30.52988143166082,13.127239001276969,0
Saint Sauveur,9,1,25.470338955891084,13.223527983003354,0
Saint Sauveur,9,1,29.993933763284836,27.470262322083155,0
Saint Sauveur,9,1,25.198520311632105,13.853234507421615,0
Saint Sauveur,9,1,27.18772175457983,15.91761300030459,0
Saint Sauveur,9,1,27.695259764083204,25.44208107145044,0
Saint Sauveur,9,1,22.793504010154127,12.37711310784051,0
Saint Sauveur,9,1,25.52516914723843,15.298892886039976,0
Saint Sauveur,9,1,28.097866957783673,29.094157450661186,0
Saint Sauveur,9,1,27.27120922175483,25.091498645934987,0
Saint Sauveur,9,1,22.462723382562025,12.908686180324318,0
Saint Sauveur,9,1,30.55724530340814,24.039273724883714,0
Saint Sauveur,9,1,22.15406086041181,20.014202201128633,0
Saint Sauveur,9,1,29.36717783549354,23.951801099410293,0
Saint Sauveur,9,1,29.44324193981926,18.858068172391015,0
Saint Sauveur,9,1,22.41549915494779,12.692576287911306,0
Saint Sauveur,9,1,22.538803945030644,13.38988915872563,0
Saint Sauveur,9,1,27.64127167230975,28.951213921086676,0
Saint Sauveur,9,1,31.116895550975162,22.46532683058117,0
Saint Sauveur,9,1,31.114538723664857,18.85109786263395,0
Saint Sauveur,9,1,27.09590452363349,12.675446726416999,0
Saint Sauveur,9,1,23.89609268162082,31.44451827863698,0
Saint Sauveur,9,1,24.264267202831306,30.165873148372736,0
Saint Sauveur,9,1,26.797807614871616,20.982043081164697,0
Saint Sauveur,9,1,23.751909601039607,19.293484255086707,0
Saint Sauveur,9,1,27.915729432525062,21.185224591741413,0
Saint Sauveur,9,1,27.315562567116658,18.423130071770508,0
Saint Sauveur,9,1,30.06486209433363,29.627786291661835,0
Saint Sauveur,9,1,25.828787921837424,24.627443720621805,0
Saint Sauveur,9,1,27.014191299097156,12.415478050699553,0
Saint Sauveur,9,1,25.523480048918778,28.06681755161397,0
Assomption,10,1,21.97891977666299,30.477560892411606,0
Assomption,10,1,24.097014927862613,29.30138332064369,0
Assomption,10,1,26.074472303408573,15.032421371352687,0
Assomption,10,1,21.947284969383016,16.935621882068688,0
Assomption,10,1,24.322166045322984,24.083943823547823,0
Assomption,10,1,29.170080176728526,12.369380304211894,0
Assomption,10,1,28.171815978022003,15.751029935383073,0
Assomption,10,1,25.64730122463282,31.405465456389937,0
Assomption,10,1,26.037408816119445,17.67230360473023,0
Assomption,10,1,26.113341238616606,28.926803866272216,0
Assomption,10,1,30.034096141492256,27.828754792846436,0
Assomption,10,1,23.25923007592336,17.740455460149242,0
Assomption,10,1,26.17570553977775,15.616894042512687,0
Assomption,10,1,25.027398896053725,18.881277359123168,0
Assomption,10,1,29.849014847994784,22.248572549165914,0
Assomption,10,1,22.11438474210208,17.54328019334705,0
Assomption,10,1,30.55474247391011,12.702965586040962,0
Assomption,10,1,24.598300075668032,14.670231592693677,0
Assomption,10,1,22.620581025795587,19.348234751001037,0
Assomption,10,1,26.31794154333205,26.40644548534876,0
Assomption,10,1,31.7161873849097,29.302913193700743,0
Assomption,10,1,26.013972943730735,30.91981358240081,0
Assomption,10,1,22.054694711137564,30.058032089266263,0
Assomption,10,1,30.306713497304088,29.062612485376746,0
Assomption,10,1,28.83499827846809,24.4638285094381,0
Assomption,10,1,29.65769035154437,21.89771009414855,0
Assomption,10,1,22.01586267189439,17.72426311611891,0
Assomption,10,1,24.08676500721635,24.33827937744729,0
Assomption,10,1,25.566854913059434,22.404591208330746,0
Assomption,10,1,24.011369841961297,30.826340504959038,0
Assomption,10,1,28.201665524754958,30.865162702698846,0
Assomption,10,1,28.081239147373118,26.507542151327428,0
Assomption,10,1,29.078919130773667,11.717919219220825,0
Assomption,10,1,25.588038064388126,30.96541950547618,0
Assomption,10,1,26.116344928073204,13.747651620348611,0
Assomption,10,1,27.64414419175457,25.94899219486654,0
Assomption,10,1,27.818786142704436,28.32654275159753,0
Assomption,10,1,21.951232596047653,14.71309689829036,0
Assomption,10,1,22.061538201460202,16.197152752992338,0
Assomption,10,1,26.883550183655466,14.386101882414051,0
Benny,11,1,28.847313646334854,15.328813789311619,0
Benny,11,1,24.195822703487067,15.285816976974498,0
Benny,11,1,23.787758977456207,16.273479802778397,0
Benny,11,1,30.83844511306944,28.661588565996084,0
Benny,11,1,28.939779579371496,31.046630083433467,0
Benny,11,1,23.469249397770497,24.001418777410123,0
Benny,11,1,25.159882195710367,21.64886048061048,0
Benny,11,1,22.23729264763494,25.80002418331364,0
Benny,11,1,23.059534426986307,12.605001927883869,0
Benny,11,1,28.059568505056518,19.415988861707355,0
Benny,11,1,23.84635529605531,20.0105015295177,0
Benny,11,1,26.0429349612479,22.44464777672829,0
Benny,11,1,21.991663669784202,23.357107452638704,0
Benny,11,1,23.504640240659114,29.194193916674628,0
Benny,11,1,23.588667356359608,20.16292343197302,0
Benny,11,1,30.577179243573255,15.03302871334669,0
Benny,11,1,30.681786550319732,17.575873923883343,0
Benny,11,1,29.808447502510194,19.76903433273344,0
Benny,11,1,22.47219850598399,17.638395088690793,0
Benny,11,1,28.10876157150642,15.884004110094418,0
Benny,11,1,25.279660207285346,13.565577975005013,0
Dorval,12,1,23.098218073092394,23.696767796644377,0
Dorval,12,1,25.771371266913306,26.790418885586448,0
Dorval,12,1,28.616443514362725,23.15427937233762,0
Dorval,12,1,22.397823169145923,17.101887146879626,0
Dorval,12,1,31.40566977987546,15.927999559753603,0
Dorval,12,1,29.661567809844527,28.269026194104942,0
Dorval,12,1,27.35379968087586,25.894135282868895,0
Dorval,12,1,27.74169387237446,15.469997905310404,0
Dorval,12,1,25.604229169912696,25.517447501027487,0
Dorval,12,1,27.22491577828164,26.995228898911698,0
Dorval,12,1,29.857864448923447,31.21867651021493,0
Dorval,12,1,28.55471145252151,24.69233493093669,0
Dorval,12,1,24.541150943297147,21.478039476438397,0
Dorval,12,1,30.87324502347722,18.087375907437057,0
Dorval,12,1,27.276511040096864,22.970119043820528,0
Dorval,12,1,26.34301179184422,14.694849850566225,0
Dorval,12,1,29.26545921034685,15.428955809261772,0
Dorval,12,1,24.76682149340199,11.83991876707751,0
Dorval,12,1,24.19380721690078,28.19323975215612,0
Dorval,12,1,31.468561965705764,14.48345151219531,0
Dorval,12,1,22.443534881266228,24.093879330844445,0
Dorval,12,1,28.307093084386196,23.232916918688918,0
Dorval,12,1,31.065902838923286,30.489542294978204,0
Dorval,12,1,29.751712672372737,21.34267666427224,0
Dorval,12,1,29.107216242131592,21.77099044014716,0
